1.07211074e+13	4.13783701e+00	7.02054735e+02	5.29316221e-02
1.14610697e+13	3.76157065e+00	6.56565498e+02	5.40021257e-02
1.22521037e+13	3.41948651e+00	6.14013229e+02	5.50942795e-02
1.30977341e+13	3.10836311e+00	5.74208311e+02	5.62085212e-02
1.40017293e+13	2.82550623e+00	5.36973370e+02	5.73452977e-02
1.49681175e+13	2.56832787e+00	5.02142483e+02	5.85050647e-02
1.60012051e+13	2.33449694e+00	4.69560441e+02	5.96882872e-02
1.71055955e+13	2.12194634e+00	4.39082055e+02	6.08954394e-02
1.82862101e+13	1.92869911e+00	4.10571510e+02	6.21270054e-02
1.95483098e+13	1.75307153e+00	3.83901761e+02	6.33834790e-02
2.08975186e+13	1.59337970e+00	3.58953964e+02	6.46653638e-02
2.23398487e+13	1.44829712e+00	3.35616950e+02	6.59731738e-02
2.38817273e+13	1.31638001e+00	3.13786727e+02	6.73074333e-02
2.55300251e+13	1.19653846e+00	2.93366018e+02	6.86686772e-02
2.72920872e+13	1.08757557e+00	2.74263825e+02	7.00574513e-02
2.91757653e+13	9.88601155e-01	2.56395027e+02	7.14743124e-02
3.11894534e+13	8.98611326e-01	2.39680000e+02	7.29198284e-02
3.33421247e+13	8.16885550e-01	2.24044259e+02	7.43945790e-02
3.56433716e+13	7.42552988e-01	2.09418130e+02	7.58991553e-02
3.81034488e+13	6.75041165e-01	1.95736437e+02	7.74341606e-02
4.07333185e+13	6.13641246e-01	1.82938215e+02	7.90002102e-02
4.35446998e+13	5.57871498e-01	1.70966431e+02	8.05979320e-02
4.65501203e+13	5.07150854e-01	1.59767739e+02	8.22279667e-02
4.97629726e+13	4.61055483e-01	1.49292237e+02	8.38909675e-02
5.31975734e+13	4.19113565e-01	1.39493243e+02	8.55876014e-02
5.68692276e+13	3.80948144e-01	1.30327093e+02	8.73185485e-02
6.07942964e+13	3.46172961e-01	1.21752941e+02	8.90845027e-02
6.49902704e+13	3.14445275e-01	1.13732580e+02	9.08861720e-02
6.94758472e+13	2.85457546e-01	1.06230270e+02	9.27242788e-02
7.42710149e+13	2.58923234e-01	9.92125795e+01	9.45995600e-02
7.93971413e+13	2.34612259e-01	9.26482364e+01	9.65127674e-02
8.48770688e+13	2.12315942e-01	8.65079890e+01	9.84646680e-02
9.07352166e+13	1.91854636e-01	8.07644752e+01	1.00456044e-01
9.69976891e+13	1.73099255e-01	7.53921009e+01	1.02487695e-01
1.03692392e+14	1.55920013e-01	7.03669254e+01	1.04560434e-01
1.10849159e+14	1.40229485e-01	6.56665554e+01	1.06675093e-01
1.18499880e+14	1.25946274e-01	6.12700445e+01	1.08832519e-01
1.26678647e+14	1.12990293e-01	5.71578005e+01	1.11033578e-01
1.35421907e+14	1.01299608e-01	5.33114975e+01	1.13279151e-01
1.44768619e+14	9.08029575e-02	4.97139948e+01	1.15570140e-01
1.51030336e+14	8.44454409e-02	4.75532266e+01	1.17047614e-01
1.53922700e+14	8.16247145e-02	4.66145684e+01	1.17715625e-01
1.56870456e+14	7.91131940e-02	4.56935925e+01	1.18387447e-01
1.59874664e+14	7.67800633e-02	4.47899675e+01	1.19063104e-01
1.62936405e+14	7.45716100e-02	4.39033681e+01	1.19742618e-01
1.66056780e+14	7.24659002e-02	4.30334751e+01	1.20426009e-01
1.69236914e+14	7.04530089e-02	4.21799757e+01	1.21113300e-01
1.72477951e+14	6.85273344e-02	4.13425624e+01	1.21804514e-01
1.75781055e+14	6.66849270e-02	4.05209340e+01	1.22499673e-01
1.79147418e+14	6.49218176e-02	3.97147947e+01	1.23198799e-01
1.82578249e+14	6.32338727e-02	3.89238543e+01	1.23901915e-01
1.86074783e+14	6.16173338e-02	3.81478281e+01	1.24609044e-01
1.89638280e+14	6.00684004e-02	3.73864369e+01	1.25320209e-01
1.93270020e+14	5.85834735e-02	3.66394065e+01	1.26035433e-01
1.96971311e+14	5.71593226e-02	3.59064681e+01	1.26754738e-01
2.00743486e+14	5.57925563e-02	3.51873579e+01	1.27478149e-01
2.04587901e+14	5.44799471e-02	3.44818169e+01	1.28205688e-01
2.08505940e+14	5.32186512e-02	3.37895912e+01	1.28937379e-01
2.12499012e+14	5.20058458e-02	3.31104316e+01	1.29673246e-01
2.16568556e+14	5.08389610e-02	3.24440937e+01	1.30413313e-01
2.20716035e+14	4.97156223e-02	3.17903376e+01	1.31157604e-01
2.24942942e+14	4.86333988e-02	3.11489278e+01	1.31906142e-01
2.29250797e+14	4.75900750e-02	3.05196336e+01	1.32658953e-01
2.33641152e+14	4.65835847e-02	2.99022283e+01	1.33416060e-01
2.38115587e+14	4.56119612e-02	2.92964897e+01	1.34177488e-01
2.42675710e+14	4.46734071e-02	2.87021997e+01	1.34943261e-01
2.47323164e+14	4.37661510e-02	2.81191443e+01	1.35713405e-01
2.52059621e+14	4.28884997e-02	2.75471136e+01	1.36487944e-01
2.56886785e+14	4.20389186e-02	2.69859016e+01	1.37266904e-01
2.61806394e+14	4.12159310e-02	2.64353064e+01	1.38050309e-01
2.66820217e+14	4.04181575e-02	2.58951295e+01	1.38838185e-01
2.71930060e+14	3.96443205e-02	2.53651765e+01	1.39630558e-01
2.77137760e+14	3.88931506e-02	2.48452565e+01	1.40427453e-01
2.82445193e+14	3.81634865e-02	2.43351824e+01	1.41228896e-01
2.87854268e+14	3.74542501e-02	2.38347703e+01	1.42034913e-01
2.93366931e+14	3.67644203e-02	2.33438402e+01	1.42845530e-01
2.98985166e+14	3.60930619e-02	2.28622152e+01	1.43660774e-01
3.04710996e+14	3.54392484e-02	2.23897217e+01	1.44480670e-01
3.10546480e+14	3.48021216e-02	2.19261897e+01	1.45305245e-01
3.16493720e+14	3.41808964e-02	2.14714522e+01	1.46134527e-01
3.22554853e+14	3.35748272e-02	2.10253452e+01	1.46968541e-01
3.28732064e+14	3.29832290e-02	2.05877082e+01	1.47807315e-01
3.35027573e+14	3.24054317e-02	2.01583834e+01	1.48650876e-01
3.41443646e+14	3.18408084e-02	1.97372162e+01	1.49499252e-01
3.47982593e+14	3.12887867e-02	1.93240547e+01	1.50352469e-01
3.54646767e+14	3.07488268e-02	1.89187502e+01	1.51210556e-01
3.61438565e+14	3.02204246e-02	1.85211565e+01	1.52073540e-01
3.68360433e+14	2.97030957e-02	1.81311303e+01	1.52941449e-01
3.75414860e+14	2.91963912e-02	1.77485312e+01	1.53814312e-01
3.82604386e+14	2.86998907e-02	1.73732210e+01	1.54692156e-01
3.89931598e+14	2.82132010e-02	1.70050646e+01	1.55575010e-01
3.97399132e+14	2.77359502e-02	1.66439292e+01	1.56462903e-01
4.05009676e+14	2.72677840e-02	1.62896845e+01	1.57355863e-01
4.12765968e+14	2.68083794e-02	1.59422029e+01	1.58253919e-01
4.20670801e+14	2.63574265e-02	1.56013590e+01	1.59157101e-01
4.28727018e+14	2.59146357e-02	1.52670298e+01	1.60065437e-01
4.36937518e+14	2.54797351e-02	1.49390947e+01	1.60978957e-01
4.45305257e+14	2.50524648e-02	1.46174355e+01	1.61897691e-01
4.53833246e+14	2.46325826e-02	1.43019360e+01	1.62821669e-01
4.62524553e+14	2.42198590e-02	1.39924823e+01	1.63750919e-01
4.71382306e+14	2.38140781e-02	1.36889628e+01	1.64685473e-01
4.80409693e+14	2.34150330e-02	1.33912679e+01	1.65625361e-01
4.89609963e+14	2.30225317e-02	1.30992900e+01	1.66570613e-01
4.98986426e+14	2.26363917e-02	1.28129238e+01	1.67521259e-01
5.08542456e+14	2.22564389e-02	1.25320657e+01	1.68477331e-01
5.18281493e+14	2.18825083e-02	1.22566142e+01	1.69438859e-01
5.28207041e+14	2.15144443e-02	1.19864699e+01	1.70405875e-01
5.38322671e+14	2.11520994e-02	1.17215351e+01	1.71378410e-01
5.48632026e+14	2.07953329e-02	1.14617139e+01	1.72356496e-01
5.59138813e+14	2.04440119e-02	1.12069124e+01	1.73340163e-01
5.69846815e+14	2.00980088e-02	1.09570384e+01	1.74329445e-01
5.80759884e+14	1.97572018e-02	1.07120014e+01	1.75324372e-01
5.91881948e+14	1.94214750e-02	1.04717129e+01	1.76324978e-01
6.03217010e+14	1.90907182e-02	1.02360857e+01	1.77331294e-01
6.14769147e+14	1.87648251e-02	1.00050345e+01	1.78343353e-01
6.26542519e+14	1.84436954e-02	9.77847551e+00	1.79361189e-01
6.38541361e+14	1.81272330e-02	9.55632669e+00	1.80384833e-01
6.50769992e+14	1.78153457e-02	9.33850744e+00	1.81414320e-01
6.63232811e+14	1.75079445e-02	9.12493872e+00	1.82449682e-01
6.75934305e+14	1.72049444e-02	8.91554302e+00	1.83490953e-01
6.88879043e+14	1.69062630e-02	8.71024428e+00	1.84538166e-01
7.02071684e+14	1.66118214e-02	8.50896791e+00	1.85591357e-01
7.15516977e+14	1.63215454e-02	8.31164075e+00	1.86650558e-01
7.29219758e+14	1.60353632e-02	8.11819102e+00	1.87715804e-01
7.43184960e+14	1.57532050e-02	7.92854831e+00	1.88787129e-01
7.57417607e+14	1.54750029e-02	7.74264356e+00	1.89864569e-01
7.71922823e+14	1.52006919e-02	7.56040903e+00	1.90948158e-01
7.86705826e+14	1.49302086e-02	7.38177827e+00	1.92037931e-01
8.01771937e+14	1.46634913e-02	7.20668609e+00	1.93133924e-01
8.17126577e+14	1.44004801e-02	7.03506855e+00	1.94236172e-01
8.32775272e+14	1.41411209e-02	6.86686294e+00	1.95344710e-01
8.48723653e+14	1.38853597e-02	6.70200771e+00	1.96459575e-01
8.64977460e+14	1.36331434e-02	6.54044253e+00	1.97580803e-01
8.81542541e+14	1.33844202e-02	6.38210819e+00	1.98708430e-01
8.98424858e+14	1.31391393e-02	6.22694661e+00	1.99842492e-01
9.15630487e+14	1.28972504e-02	6.07490082e+00	2.00983027e-01
9.33165619e+14	1.26587046e-02	5.92591494e+00	2.02130071e-01
9.51036564e+14	1.24234600e-02	5.77993414e+00	2.03283661e-01
9.69249753e+14	1.21914734e-02	5.63690465e+00	2.04443835e-01
9.87811741e+14	1.19627014e-02	5.49677370e+00	2.05610630e-01
1.00672921e+15	1.17371006e-02	5.35948954e+00	2.06784084e-01
1.02600896e+15	1.15146281e-02	5.22500139e+00	2.07964236e-01
1.04565794e+15	1.12952410e-02	5.09325943e+00	2.09151123e-01
1.06568321e+15	1.10789051e-02	4.96421481e+00	2.10344783e-01
1.08609198e+15	1.08655838e-02	4.83781957e+00	2.11545256e-01
1.10689160e+15	1.06552393e-02	4.71402666e+00	2.12752581e-01
1.12808955e+15	1.04478328e-02	4.59278995e+00	2.13966795e-01
1.14969346e+15	1.02433254e-02	4.47406413e+00	2.15187940e-01
1.17171111e+15	1.00416780e-02	4.35780479e+00	2.16416053e-01
1.19415041e+15	9.84285169e-03	4.24396832e+00	2.17651176e-01
1.21701944e+15	9.64681959e-03	4.13251195e+00	2.18893348e-01
1.24032644e+15	9.45355078e-03	4.02339369e+00	2.20142609e-01
1.26407978e+15	9.26301127e-03	3.91657235e+00	2.21399000e-01
1.28828803e+15	9.07516576e-03	3.81200750e+00	2.22662561e-01
1.31295988e+15	8.88997814e-03	3.70965946e+00	2.23933334e-01
1.33810422e+15	8.70741182e-03	3.60948930e+00	2.25211359e-01
1.36373010e+15	8.52744515e-03	3.51145879e+00	2.26496678e-01
1.38984673e+15	8.35005056e-03	3.41553042e+00	2.27789332e-01
1.41646352e+15	8.17519641e-03	3.32166737e+00	2.29089364e-01
1.44359005e+15	8.00284909e-03	3.22983349e+00	2.30396816e-01
1.47123607e+15	7.83297424e-03	3.13999328e+00	2.31711729e-01
1.49941154e+15	7.66553730e-03	3.05211190e+00	2.33034147e-01
1.52812659e+15	7.50052121e-03	2.96615515e+00	2.34364112e-01
1.55739157e+15	7.33790154e-03	2.88208943e+00	2.35701667e-01
1.58721699e+15	7.17764923e-03	2.79988175e+00	2.37046856e-01
1.61761360e+15	7.01973315e-03	2.71949971e+00	2.38399722e-01
1.64859232e+15	6.86412177e-03	2.64091149e+00	2.39760310e-01
1.68016432e+15	6.71078403e-03	2.56408584e+00	2.41128662e-01
1.71234095e+15	6.55970746e-03	2.48899206e+00	2.42504824e-01
1.74513379e+15	6.41087144e-03	2.41559997e+00	2.43888839e-01
1.77855464e+15	6.26425063e-03	2.34387994e+00	2.45280754e-01
1.81261553e+15	6.11981781e-03	2.27380283e+00	2.46680612e-01
1.84732872e+15	5.97751142e-03	2.20534004e+00	2.48088460e-01
1.88270669e+15	5.83731352e-03	2.13846341e+00	2.49504343e-01
1.91876219e+15	5.69922114e-03	2.07314530e+00	2.50928306e-01
1.95550818e+15	5.56322175e-03	2.00935851e+00	2.52360396e-01
1.99295788e+15	5.42929762e-03	1.94707631e+00	2.53800659e-01
2.03112479e+15	5.29742938e-03	1.88627240e+00	2.55249142e-01
2.07002262e+15	5.16759756e-03	1.82692093e+00	2.56705892e-01
2.10966538e+15	5.03979551e-03	1.76899645e+00	2.58170955e-01
2.15006733e+15	4.91400950e-03	1.71247395e+00	2.59644380e-01
2.19124302e+15	4.79022232e-03	1.65732879e+00	2.61126214e-01
2.23320725e+15	4.66841621e-03	1.60353674e+00	2.62616505e-01
2.27597514e+15	4.54857410e-03	1.55107394e+00	2.64115302e-01
2.31956208e+15	4.43068005e-03	1.49991691e+00	2.65622652e-01
2.36398374e+15	4.31472656e-03	1.45004251e+00	2.67138605e-01
2.40925611e+15	4.20070144e-03	1.40142799e+00	2.68663210e-01
2.45539549e+15	4.08859067e-03	1.35405089e+00	2.70196516e-01
2.50241848e+15	3.97837999e-03	1.30788913e+00	2.71738573e-01
2.55034200e+15	3.87005511e-03	1.26292091e+00	2.73289431e-01
2.59918330e+15	3.76360625e-03	1.21912479e+00	2.74849139e-01
2.64895996e+15	3.65902042e-03	1.17647959e+00	2.76417749e-01
2.69968988e+15	3.55628349e-03	1.13496447e+00	2.77995312e-01
2.75139132e+15	3.45538077e-03	1.09455883e+00	2.79581878e-01
2.80408289e+15	3.35629961e-03	1.05524240e+00	2.81177499e-01
2.85778355e+15	3.25902544e-03	1.01699516e+00	2.82782226e-01
2.91251263e+15	3.16354223e-03	9.79797347e-01	2.84396111e-01
2.96828981e+15	3.06983373e-03	9.43629467e-01	2.86019208e-01
3.02513518e+15	2.97788315e-03	9.08472277e-01	2.87651567e-01
3.08306919e+15	2.88767423e-03	8.74306774e-01	2.89293243e-01
3.14211269e+15	2.79918918e-03	8.41114192e-01	2.90944288e-01
3.20228692e+15	2.71240898e-03	8.08875997e-01	2.92604756e-01
3.26361354e+15	2.62731370e-03	7.77573876e-01	2.94274701e-01
3.32611462e+15	2.54388275e-03	7.47189735e-01	2.95954176e-01
3.38981264e+15	2.46209434e-03	7.17705692e-01	2.97643236e-01
3.45473055e+15	2.38192493e-03	6.89104070e-01	2.99341936e-01
3.52089169e+15	2.30334976e-03	6.61367392e-01	3.01050330e-01
3.58831987e+15	2.22634274e-03	6.34478377e-01	3.02768475e-01
3.65703936e+15	2.15087698e-03	6.08419934e-01	3.04496426e-01
3.72707489e+15	2.07692348e-03	5.83175157e-01	3.06234238e-01
3.79845166e+15	2.00445186e-03	5.58727321e-01	3.07981968e-01
3.87119536e+15	1.93342979e-03	5.35059879e-01	3.09739673e-01
3.94533217e+15	1.86382467e-03	5.12156455e-01	3.11507409e-01
4.02088876e+15	1.79560213e-03	4.90000843e-01	3.13285234e-01
4.09789233e+15	1.72872669e-03	4.68577002e-01	3.15073206e-01
4.17637058e+15	1.66316256e-03	4.47869053e-01	3.16871381e-01
4.25635176e+15	1.59887328e-03	4.27861278e-01	3.18679820e-01
4.33786466e+15	1.53582204e-03	4.08538114e-01	3.20498579e-01
4.42093859e+15	1.47397295e-03	3.89884153e-01	3.22327718e-01
4.50560347e+15	1.41329201e-03	3.71884140e-01	3.24167296e-01
4.59188975e+15	1.35374645e-03	3.54522968e-01	3.26017374e-01
4.67982849e+15	1.29530564e-03	3.37785680e-01	3.27878009e-01
4.76945133e+15	1.23794368e-03	3.21657468e-01	3.29749264e-01
4.86079053e+15	1.18163974e-03	3.06123667e-01	3.31631199e-01
4.95387896e+15	1.12637638e-03	2.91169759e-01	3.33523874e-01
5.04875011e+15	1.07214401e-03	2.76781373e-01	3.35427350e-01
5.14543813e+15	1.01894142e-03	2.62944278e-01	3.37341691e-01
5.24397781e+15	9.66773592e-04	2.49644392e-01	3.39266956e-01
5.34440462e+15	9.15655588e-04	2.36867775e-01	3.41203210e-01
5.44675468e+15	8.65611820e-04	2.24600634e-01	3.43150514e-01
5.55106484e+15	8.16675357e-04	2.12829322e-01	3.45108931e-01
5.65737263e+15	7.68889317e-04	2.01540336e-01	3.47078526e-01
5.76571630e+15	7.22304416e-04	1.90720326e-01	3.49059361e-01
5.87613486e+15	6.76980230e-04	1.80356087e-01	3.51051502e-01
5.98866802e+15	6.32982221e-04	1.70434568e-01	3.53055012e-01
6.10335630e+15	5.90380213e-04	1.60942870e-01	3.55069956e-01
6.22024096e+15	5.49248104e-04	1.51868249e-01	3.57096400e-01
6.33936406e+15	5.09658664e-04	1.43198118e-01	3.59134409e-01
6.46076848e+15	4.71684286e-04	1.34920050e-01	3.61184049e-01
6.58449789e+15	4.35391577e-04	1.27021779e-01	3.63245387e-01
6.71059684e+15	4.00841203e-04	1.19491206e-01	3.65318489e-01
6.83911069e+15	3.68083085e-04	1.12316398e-01	3.67403423e-01
6.97008569e+15	3.37156514e-04	1.05485591e-01	3.69500256e-01
7.10356898e+15	3.08085767e-04	9.89871969e-02	3.71609056e-01
7.23960860e+15	2.80880620e-04	9.28098032e-02	3.73729892e-01
7.37825349e+15	2.55533833e-04	8.69421772e-02	3.75862831e-01
7.51955355e+15	2.32021235e-04	8.13732688e-02	3.78007943e-01
7.66355964e+15	2.10301925e-04	7.60922144e-02	3.80165298e-01
7.81032357e+15	1.90318310e-04	7.10883398e-02	3.82334965e-01
7.95989815e+15	1.71998333e-04	6.63511635e-02	3.84517015e-01
8.11233723e+15	1.55256741e-04	6.18703998e-02	3.86711518e-01
8.26769564e+15	1.39997724e-04	5.76359621e-02	3.88918546e-01
8.42602931e+15	1.26117839e-04	5.36379663e-02	3.91138169e-01
8.58739520e+15	1.13508798e-04	4.98667333e-02	3.93370460e-01
8.75185140e+15	1.02060700e-04	4.63127922e-02	3.95615491e-01
8.91945707e+15	9.16649775e-05	4.29668833e-02	3.97873335e-01
9.09027255e+15	8.22170939e-05	3.98199604e-02	4.00144065e-01
9.26435929e+15	7.36188739e-05	3.68631937e-02	4.02427755e-01
9.44177994e+15	6.57801411e-05	3.40879718e-02	4.04724478e-01
9.62259836e+15	5.86199711e-05	3.14859040e-02	4.07034308e-01
9.80687961e+15	5.20673032e-05	2.90488222e-02	4.09357321e-01
9.99469000e+15	4.60611927e-05	2.67687826e-02	4.11693592e-01
1.01860971e+16	4.05501610e-05	2.46380670e-02	4.14043197e-01
1.03811699e+16	3.54916749e-05	2.26491842e-02	4.16406211e-01
1.05799784e+16	3.08512645e-05	2.07948709e-02	4.18782711e-01
1.07825944e+16	2.66015093e-05	1.90680920e-02	4.21172774e-01
1.09890906e+16	2.27209641e-05	1.74620413e-02	4.23576478e-01
1.11995413e+16	1.91931166e-05	1.59701414e-02	4.25993900e-01
1.14140224e+16	1.60053939e-05	1.45860429e-02	4.28425118e-01
1.16326110e+16	3.86157655e-13	3.51913370e-10	4.30870212e-01
1.18553858e+16	1.70000000e-98	1.00000000e-100	4.33329261e-01
